1405,0.034302,-0.005981,0.925293,-1.198473,-0.167939,-0.358779,0.999939,0.002930,-0.000183,-0.000305
1423,0.035278,-0.007202,0.920532,-1.244275,-0.183206,-0.320611,0.999939,0.002014,-0.000427,-0.000549
1441,0.035278,-0.007202,0.920532,-1.244275,-0.183206,-0.320611,0.999939,0.001160,-0.000671,-0.000793
1580,0.031982,-0.007080,0.927246,-1.206107,-0.183206,-0.297710,0.999939,0.000244,-0.000916,-0.001038
1731,0.031372,-0.006348,0.924194,-1.198473,-0.167939,-0.297710,0.999939,-0.000610,-0.001160,-0.001221
1894,0.031372,-0.006470,0.921265,-1.160305,-0.175573,-0.297710,0.999939,-0.001465,-0.001343,-0.001404
2057,0.030151,-0.005371,0.930542,-1.183206,-0.175573,-0.312977,0.999939,-0.002258,-0.001587,-0.001648
2220,0.031982,-0.007935,0.926636,-1.183206,-0.175573,-0.290076,0.999939,-0.003113,-0.001831,-0.001831
2371,0.033936,-0.005859,0.926514,-1.183206,-0.145038,-0.305344,0.999939,-0.003967,-0.002075,-0.002075
2534,0.031860,-0.006958,0.923340,-1.175573,-0.190840,-0.305344,0.999939,-0.004761,-0.002319,-0.002258
2697,0.031616,-0.003906,0.924805,-1.198473,-0.167939,-0.305344,0.999939,-0.005615,-0.002502,-0.002441
2860,0.034912,-0.008667,0.922974,-1.175573,-0.175573,-0.305344,0.999939,-0.006409,-0.002747,-0.002686
3011,0.032227,-0.006836,0.926392,-1.190840,-0.145038,-0.274809,0.999939,-0.007202,-0.002991,-0.002869
3174,0.032959,-0.008301,0.926392,-1.167939,-0.183206,-0.320611,0.999939,-0.007996,-0.003174,-0.003113
3337,0.032471,-0.007080,0.924316,-1.198473,-0.167939,-0.297710,0.999939,-0.008850,-0.003418,-0.003296
3500,0.033081,-0.009033,0.923340,-1.213740,-0.175573,-0.297710,0.999939,-0.009644,-0.003601,-0.003540
3651,0.032593,-0.005981,0.926270,-1.190840,-0.167939,-0.290076,0.999878,-0.010437,-0.003845,-0.003723
3814,0.033325,-0.004639,0.926636,-1.198473,-0.190840,-0.282443,0.999878,-0.011169,-0.004028,-0.003967
3977,0.031372,-0.008545,0.925537,-1.160305,-0.145038,-0.305344,0.999878,-0.011963,-0.004272,-0.004150
4140,0.034302,-0.005981,0.920288,-1.175573,-0.152672,-0.290076,0.999878,-0.012756,-0.004456,-0.004395
4292,0.032227,-0.005249,0.925903,-1.206107,-0.183206,-0.312977,0.999878,-0.013489,-0.004700,-0.004578
4455,0.029907,-0.005859,0.926025,-1.206107,-0.175573,-0.305344,0.999817,-0.014221,-0.004883,-0.004822
4618,0.036377,-0.005249,0.922852,-1.167939,-0.183206,-0.297710,0.999817,-0.015015,-0.005066,-0.005005
4781,0.035645,-0.006958,0.923706,-1.190840,-0.152672,-0.305344,0.999817,-0.015747,-0.005310,-0.005188
4932,0.031372,-0.007568,0.924805,-1.160305,-0.152672,-0.282443,0.999817,-0.016479,-0.005493,-0.005432
5095,0.033203,-0.006714,0.925537,-1.206107,-0.183206,-0.274809,0.999817,-0.017212,-0.005676,-0.005615
5258,0.035156,-0.006958,0.921753,-1.206107,-0.152672,-0.290076,0.999756,-0.017944,-0.005920,-0.005798
5421,0.034424,-0.006592,0.924927,-1.213740,-0.167939,-0.312977,0.999756,-0.018677,-0.006104,-0.006042
5573,0.034790,-0.006104,0.925781,-1.183206,-0.145038,-0.282443,0.999756,-0.019409,-0.006287,-0.006226
5736,0.034668,-0.007568,0.924072,-1.183206,-0.160305,-0.290076,0.999756,-0.020081,-0.006470,-0.006470
5900,0.032104,-0.008423,0.926270,-1.175573,-0.152672,-0.312977,0.999695,-0.020813,-0.006653,-0.006653
6063,0.033081,-0.009521,0.922729,-1.229008,-0.152672,-0.282443,0.999695,-0.021545,-0.006836,-0.006897
6214,0.030518,-0.007202,0.923462,-1.183206,-0.190840,-0.305344,0.999695,-0.022217,-0.007080,-0.007080
6377,0.033936,-0.007324,0.925781,-1.190840,-0.175573,-0.290076,0.999634,-0.022949,-0.007263,-0.007263
6540,0.032837,-0.007202,0.923950,-1.183206,-0.175573,-0.267176,0.999634,-0.023621,-0.007446,-0.007507
6703,0.033691,-0.005493,0.923218,-1.213740,-0.167939,-0.305344,0.999634,-0.024353,-0.007629,-0.007690
6854,0.034302,-0.007080,0.922363,-1.175573,-0.160305,-0.297710,0.999573,-0.025024,-0.007812,-0.007935
7017,0.035278,-0.005737,0.921387,-1.183206,-0.183206,-0.267176,0.999573,-0.025696,-0.007996,-0.008118
7180,0.035400,-0.006470,0.923218,-1.198473,-0.137405,-0.305344,0.999573,-0.026367,-0.008179,-0.008301
7343,0.032349,-0.007812,0.922485,-1.183206,-0.206107,-0.312977,0.999512,-0.027039,-0.008423,-0.008545
7494,0.030884,-0.004883,0.931763,-1.175573,-0.175573,-0.305344,0.999512,-0.027649,-0.008606,-0.008789
7657,0.032715,-0.004761,0.925171,-1.198473,-0.129771,-0.274809,0.999512,-0.028320,-0.008789,-0.008972
7820,0.034668,-0.008057,0.920532,-1.167939,-0.167939,-0.290076,0.999451,-0.028992,-0.008972,-0.009216
7983,0.031860,-0.004272,0.923340,-1.152672,-0.183206,-0.297710,0.999451,-0.029602,-0.009155,-0.009399
8134,0.032959,-0.007568,0.922363,-1.175573,-0.183206,-0.274809,0.999451,-0.030212,-0.009277,-0.009583
8298,0.032471,-0.009766,0.922119,-1.190840,-0.167939,-0.305344,0.999390,-0.030884,-0.009460,-0.009827
8461,0.031616,-0.006104,0.920532,-1.213740,-0.183206,-0.274809,0.999390,-0.031494,-0.009644,-0.010010
8624,0.032471,-0.008179,0.924194,-1.175573,-0.152672,-0.267176,0.999329,-0.032104,-0.009827,-0.010193
8775,0.034302,-0.005371,0.923218,-1.167939,-0.175573,-0.297710,0.999329,-0.032776,-0.010010,-0.010437
8938,0.036255,-0.007812,0.924194,-1.183206,-0.167939,-0.282443,0.999329,-0.033386,-0.010193,-0.010681
9101,0.033691,-0.005371,0.929810,-1.198473,-0.152672,-0.305344,0.999268,-0.033997,-0.010376,-0.010864
9264,0.035156,-0.004272,0.922607,-1.198473,-0.175573,-0.290076,0.999268,-0.034607,-0.010498,-0.011047
9415,0.034668,-0.008301,0.920410,-1.198473,-0.167939,-0.290076,0.999207,-0.035217,-0.010681,-0.011292
9579,0.034546,-0.007568,0.923950,-1.198473,-0.183206,-0.297710,0.999207,-0.035828,-0.010864,-0.011475
9742,0.033691,-0.004272,0.923340,-1.183206,-0.175573,-0.282443,0.999207,-0.036438,-0.011047,-0.011719
9893,0.030884,-0.008911,0.923706,-1.183206,-0.183206,-0.297710,0.999146,-0.036987,-0.011230,-0.011902
10056,0.033569,-0.009521,0.924683,-1.160305,-0.167939,-0.297710,0.999146,-0.037598,-0.011353,-0.012146
10219,0.033691,-0.007812,0.922974,-1.206107,-0.137405,-0.290076,0.999084,-0.038208,-0.011536,-0.012329
10382,0.030884,-0.005737,0.920166,-1.198473,-0.145038,-0.305344,0.999084,-0.038757,-0.011658,-0.012573
10533,0.032715,-0.004761,0.923950,-1.206107,-0.167939,-0.305344,0.999023,-0.039368,-0.011780,-0.012756
10696,0.032959,-0.010498,0.928467,-1.175573,-0.167939,-0.297710,0.999023,-0.039917,-0.011963,-0.013000
10859,0.031860,-0.006348,0.926636,-1.175573,-0.175573,-0.290076,0.998962,-0.040466,-0.012085,-0.013245
11022,0.032959,-0.008301,0.922241,-1.175573,-0.183206,-0.305344,0.998962,-0.041016,-0.012268,-0.013428
11173,0.030396,-0.008667,0.928223,-1.183206,-0.175573,-0.305344,0.998962,-0.041565,-0.012390,-0.013672
11336,0.033081,-0.003418,0.924438,-1.183206,-0.145038,-0.312977,0.998901,-0.042175,-0.012573,-0.013855
11499,0.033325,-0.010620,0.922729,-1.198473,-0.190840,-0.305344,0.998901,-0.042725,-0.012695,-0.014099
11662,0.030640,-0.005005,0.922729,-1.152672,-0.183206,-0.297710,0.998840,-0.043213,-0.012878,-0.014282
11813,0.033447,-0.006592,0.925171,-1.190840,-0.152672,-0.297710,0.998840,-0.043762,-0.013000,-0.014526
11976,0.032227,-0.010986,0.922241,-1.145038,-0.145038,-0.297710,0.998779,-0.044312,-0.013184,-0.014771
12139,0.033325,-0.005737,0.924438,-1.183206,-0.183206,-0.305344,0.998779,-0.044861,-0.013306,-0.014954
12303,0.032227,-0.008789,0.922852,-1.183206,-0.145038,-0.290076,0.998718,-0.045349,-0.013489,-0.015198
12454,0.032715,-0.012085,0.923340,-1.167939,-0.175573,-0.312977,0.998718,-0.045898,-0.013611,-0.015442
12617,0.032104,-0.007324,0.920776,-1.167939,-0.167939,-0.343511,0.998657,-0.046448,-0.013733,-0.015686
12780,0.033203,-0.009521,0.925415,-1.190840,-0.190840,-0.297710,0.998657,-0.046936,-0.013855,-0.015869
12943,0.031616,-0.004517,0.923096,-1.183206,-0.190840,-0.290076,0.998596,-0.047485,-0.014038,-0.016113
13094,0.033081,-0.006958,0.927002,-1.152672,-0.175573,-0.290076,0.998596,-0.047974,-0.014160,-0.016357
13257,0.033691,-0.009277,0.920044,-1.175573,-0.167939,-0.297710,0.998535,-0.048462,-0.014343,-0.016541
13420,0.034180,-0.008423,0.923218,-1.160305,-0.152672,-0.312977,0.998535,-0.048950,-0.014465,-0.016785
13584,0.035278,-0.006226,0.925537,-1.190840,-0.183206,-0.320611,0.998474,-0.049500,-0.014587,-0.016968
13735,0.033569,-0.005981,0.925781,-1.198473,-0.167939,-0.282443,0.998474,-0.049988,-0.014709,-0.017212
13898,0.029907,-0.006226,0.924194,-1.167939,-0.152672,-0.290076,0.998413,-0.050415,-0.014832,-0.017395
14061,0.032715,-0.005737,0.920532,-1.183206,-0.152672,-0.328244,0.998413,-0.050903,-0.014954,-0.017639
14224,0.034912,-0.003784,0.922607,-1.198473,-0.152672,-0.282443,0.998352,-0.051392,-0.015076,-0.017883
14375,0.031250,-0.005249,0.926514,-1.175573,-0.167939,-0.312977,0.998352,-0.051880,-0.015259,-0.018127
14538,0.030029,-0.004883,0.924072,-1.175573,-0.175573,-0.312977,0.998291,-0.052368,-0.015381,-0.018311
14701,0.030151,-0.004639,0.921265,-1.160305,-0.190840,-0.312977,0.998291,-0.052856,-0.015503,-0.018555
14864,0.031494,-0.010010,0.922241,-1.167939,-0.152672,-0.312977,0.998230,-0.053284,-0.015564,-0.018799
15015,0.030884,-0.006958,0.920654,-1.190840,-0.198473,-0.290076,0.998230,-0.053772,-0.015747,-0.018982
15178,0.032837,-0.007446,0.920410,-1.152672,-0.175573,-0.274809,0.998169,-0.054199,-0.015869,-0.019226
15341,0.030762,-0.007812,0.922974,-1.183206,-0.152672,-0.282443,0.998169,-0.054688,-0.015991,-0.019409
15504,0.033325,-0.006348,0.923950,-1.175573,-0.145038,-0.305344,0.998108,-0.055176,-0.016052,-0.019653
15655,0.034424,-0.008545,0.922485,-1.175573,-0.160305,-0.305344,0.998108,-0.055603,-0.016174,-0.019897
15818,0.032471,-0.008545,0.921631,-1.190840,-0.145038,-0.297710,0.998047,-0.056091,-0.016296,-0.020081
15981,0.031006,-0.010864,0.921509,-1.183206,-0.183206,-0.312977,0.998047,-0.056519,-0.016418,-0.020325
16144,0.034546,-0.007812,0.923828,-1.167939,-0.152672,-0.282443,0.997986,-0.056946,-0.016541,-0.020569
16296,0.032227,-0.005737,0.923584,-1.175573,-0.175573,-0.312977,0.997986,-0.057434,-0.016663,-0.020752
16459,0.031982,-0.009277,0.919067,-1.190840,-0.152672,-0.305344,0.997925,-0.057861,-0.016785,-0.020996
16622,0.034180,-0.006958,0.924927,-1.167939,-0.190840,-0.282443,0.997925,-0.058289,-0.016907,-0.021240
16785,0.033203,-0.007446,0.924072,-1.183206,-0.160305,-0.274809,0.997864,-0.058716,-0.017029,-0.021423
16936,0.034424,-0.006958,0.923218,-1.183206,-0.160305,-0.267176,0.997864,-0.059143,-0.017151,-0.021667
17099,0.032959,-0.008423,0.922241,-1.175573,-0.167939,-0.305344,0.997803,-0.059570,-0.017273,-0.021851
17262,0.032471,-0.005737,0.925415,-1.183206,-0.137405,-0.297710,0.997803,-0.059998,-0.017334,-0.022095
17425,0.033813,-0.007080,0.919434,-1.183206,-0.175573,-0.305344,0.997742,-0.060364,-0.017456,-0.022339
17577,0.031860,-0.008667,0.925659,-1.190840,-0.183206,-0.282443,0.997742,-0.060791,-0.017578,-0.022522
17740,0.032715,-0.009766,0.922607,-1.167939,-0.167939,-0.267176,0.997681,-0.061218,-0.017700,-0.022766
17903,0.034424,-0.007202,0.920654,-1.206107,-0.145038,-0.290076,0.997620,-0.061646,-0.017822,-0.022949
18066,0.033081,-0.007812,0.920654,-1.183206,-0.198473,-0.290076,0.997620,-0.062012,-0.017944,-0.023193
18217,0.031250,-0.007202,0.923950,-1.183206,-0.145038,-0.274809,0.997559,-0.062439,-0.018005,-0.023376
18380,0.036621,-0.006958,0.921021,-1.190840,-0.152672,-0.305344,0.997559,-0.062866,-0.018127,-0.023621
18543,0.032471,-0.008057,0.924072,-1.183206,-0.160305,-0.297710,0.997498,-0.063232,-0.018188,-0.023804
18706,0.031250,-0.006714,0.923828,-1.152672,-0.175573,-0.274809,0.997498,-0.063599,-0.018311,-0.024048
18857,0.032227,-0.006104,0.925903,-1.167939,-0.152672,-0.290076,0.997437,-0.064026,-0.018433,-0.024231
19020,0.031616,-0.008545,0.923340,-1.206107,-0.145038,-0.305344,0.997437,-0.064392,-0.018555,-0.024475
19183,0.034424,-0.007202,0.921753,-1.175573,-0.145038,-0.305344,0.997375,-0.064819,-0.018616,-0.024719
19346,0.031982,-0.005859,0.924683,-1.175573,-0.160305,-0.290076,0.997375,-0.065186,-0.018738,-0.024902
19497,0.032715,-0.005859,0.920166,-1.198473,-0.167939,-0.267176,0.997314,-0.065552,-0.018860,-0.025085
19660,0.032715,-0.005371,0.923706,-1.183206,-0.152672,-0.267176,0.997314,-0.065979,-0.018921,-0.025330
19823,0.034424,-0.004272,0.921265,-1.183206,-0.167939,-0.259542,0.997253,-0.066345,-0.019043,-0.025513
19986,0.035645,-0.005127,0.925659,-1.175573,-0.167939,-0.290076,0.997253,-0.066711,-0.019165,-0.025757
20137,0.029053,-0.003418,0.924072,-1.152672,-0.183206,-0.312977,0.997192,-0.067078,-0.019226,-0.026001
20300,0.032959,-0.007202,0.922607,-1.198473,-0.160305,-0.282443,0.997192,-0.067444,-0.019348,-0.026184
20463,0.032837,-0.005737,0.920898,-1.167939,-0.175573,-0.274809,0.997131,-0.067749,-0.019409,-0.026428
20626,0.033081,-0.004639,0.922974,-1.206107,-0.160305,-0.267176,0.997131,-0.068176,-0.019531,-0.026611
20777,0.029907,-0.007202,0.927490,-1.221374,-0.183206,-0.290076,0.997070,-0.068542,-0.019653,-0.026855
20940,0.032471,-0.004883,0.918457,-1.198473,-0.160305,-0.282443,0.997009,-0.068909,-0.019714,-0.027039
21103,0.033569,-0.005615,0.921875,-1.183206,-0.152672,-0.290076,0.997009,-0.069275,-0.019836,-0.027283
21266,0.030518,-0.007080,0.921387,-1.206107,-0.137405,-0.312977,0.996948,-0.069641,-0.019897,-0.027466
21417,0.032593,-0.006714,0.921997,-1.167939,-0.160305,-0.297710,0.996948,-0.069946,-0.019958,-0.027710
21580,0.034912,-0.008545,0.924072,-1.190840,-0.152672,-0.297710,0.996887,-0.070312,-0.020081,-0.027954
21743,0.034058,-0.005249,0.927979,-1.167939,-0.160305,-0.259542,0.996887,-0.070679,-0.020142,-0.028137
21906,0.033325,-0.007812,0.927490,-1.198473,-0.145038,-0.297710,0.996826,-0.071045,-0.020203,-0.028381
22057,0.034180,-0.005493,0.923462,-1.198473,-0.152672,-0.282443,0.996826,-0.071350,-0.020325,-0.028625
22220,0.034058,-0.007080,0.931396,-1.175573,-0.183206,-0.290076,0.996765,-0.071716,-0.020386,-0.028809
22383,0.034302,-0.006348,0.926270,-1.183206,-0.175573,-0.305344,0.996765,-0.072021,-0.020508,-0.029053
22546,0.033081,-0.007568,0.917603,-1.183206,-0.152672,-0.320611,0.996704,-0.072388,-0.020569,-0.029297
22698,0.032715,-0.006470,0.922485,-1.183206,-0.175573,-0.297710,0.996704,-0.072754,-0.020691,-0.029480
22861,0.031982,-0.007080,0.925903,-1.183206,-0.183206,-0.297710,0.996643,-0.073059,-0.020813,-0.029724
23024,0.031006,-0.008911,0.927612,-1.198473,-0.137405,-0.320611,0.996582,-0.073364,-0.020874,-0.029968
23187,0.031738,-0.006348,0.923950,-1.183206,-0.160305,-0.305344,0.996582,-0.073730,-0.020935,-0.030212
23338,0.034302,-0.005249,0.923218,-1.198473,-0.152672,-0.312977,0.996521,-0.074036,-0.020996,-0.030396
23501,0.033447,-0.006836,0.922485,-1.152672,-0.160305,-0.267176,0.996521,-0.074341,-0.021118,-0.030640
23664,0.031250,-0.006226,0.922241,-1.190840,-0.152672,-0.267176,0.996460,-0.074646,-0.021179,-0.030823
23827,0.032959,-0.005371,0.925293,-1.190840,-0.167939,-0.297710,0.996460,-0.074951,-0.021240,-0.031067
23978,0.034302,-0.007202,0.923584,-1.175573,-0.175573,-0.305344,0.996399,-0.075256,-0.021362,-0.031311
24141,0.032471,-0.008423,0.921387,-1.206107,-0.152672,-0.312977,0.996399,-0.075623,-0.021423,-0.031494
24304,0.034424,-0.009277,0.927002,-1.206107,-0.175573,-0.282443,0.996338,-0.075928,-0.021484,-0.031738
24467,0.033569,-0.008301,0.922363,-1.175573,-0.190840,-0.305344,0.996338,-0.076233,-0.021545,-0.031982
24618,0.034668,-0.007935,0.922974,-1.167939,-0.160305,-0.282443,0.996277,-0.076538,-0.021606,-0.032166
24781,0.032837,-0.007812,0.923950,-1.190840,-0.190840,-0.297710,0.996277,-0.076843,-0.021729,-0.032410
24944,0.032471,-0.005005,0.926270,-1.190840,-0.137405,-0.305344,0.996216,-0.077087,-0.021790,-0.032593
25107,0.033325,-0.007812,0.925171,-1.190840,-0.190840,-0.290076,0.996216,-0.077393,-0.021851,-0.032837
25258,0.032715,-0.007080,0.924683,-1.206107,-0.175573,-0.282443,0.996155,-0.077698,-0.021912,-0.033020
25421,0.031616,-0.007935,0.923218,-1.175573,-0.152672,-0.274809,0.996155,-0.078003,-0.022034,-0.033264
